,Unnamed: 0,Year,Leading Cause,Sex,Race Ethnicity,Deaths,Death Rate,Age Adjusted Death Rate
1038,1038,2007,Alzheimer's Disease (G30),F,White Non-Hispanic,107,7.5,3.5
1039,1039,2010,All Other Causes,M,White Non-Hispanic,2034,151.6,130.9
1040,1040,2008,Cerebrovascular Disease (Stroke: I60-I69),F,Not Stated/Unknown,13,10000,10000
1041,1041,2014,Malignant Neoplasms (Cancer: C00-C97),F,Not Stated/Unknown,50,10000,10000
1042,1042,2007,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Hispanic,1327,121.7,238.4
1043,1043,2007,Diabetes Mellitus (E10-E14),F,White Non-Hispanic,231,16.1,9.8
1044,1044,2013,Cerebrovascular Disease (Stroke: I60-I69),M,Other Race/ Ethnicity,10,10000,10000
1045,1045,2008,Cerebrovascular Disease (Stroke: I60-I69),F,Other Race/ Ethnicity,0,10000,10000
1046,1046,2011,Malignant Neoplasms (Cancer: C00-C97),M,Black Non-Hispanic,1590,186.4,224.4
1047,1047,2014,All Other Causes,F,Other Race/ Ethnicity,59,10000,10000
1048,1048,2014,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Other Race/ Ethnicity,68,10000,10000
1049,1049,2013,Influenza (Flu) and Pneumonia (J09-J18),M,White Non-Hispanic,618,45.9,36.7
1050,1050,2012,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,White Non-Hispanic,4719,332.7,167.7
1051,1051,2011,"Essential Hypertension and Renal Diseases (I10, I12)",M,Asian and Pacific Islander,37,7,10.5
1052,1052,2011,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Hispanic,180,15.6,18.9
1053,1053,2014,Chronic Lower Respiratory Diseases (J40-J47),M,Hispanic,145,12.1,19.3
1054,1054,2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Not Stated/Unknown,94,10000,10000
1055,1055,2008,All Other Causes,F,Asian and Pacific Islander,214,40.2,50.3
1056,1056,2010,Human Immunodeficiency Virus Disease (HIV: B20-B24),M,Black Non-Hispanic,297,34.9,34
1057,1057,2009,Diabetes Mellitus (E10-E14),M,White Non-Hispanic,290,21.6,18.2
1058,1058,2014,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,White Non-Hispanic,3990,297.1,238.4
1059,1059,2014,Human Immunodeficiency Virus Disease (HIV: B20-B24),M,Hispanic,92,7.7,8.7
1060,1060,2014,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Other Race/ Ethnicity,12,10000,10000
1061,1061,2007,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,White Non-Hispanic,261,19.5,17.6
1062,1062,2014,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Black Non-Hispanic,2194,209.1,169.1
1063,1063,2012,Influenza (Flu) and Pneumonia (J09-J18),M,Black Non-Hispanic,242,28.3,37.4
1064,1064,2011,Influenza (Flu) and Pneumonia (J09-J18),M,Hispanic,209,18.1,34.4
1065,1065,2007,Diabetes Mellitus (E10-E14),M,Black Non-Hispanic,246,28.9,38.1
1066,1066,2010,Malignant Neoplasms (Cancer: C00-C97),M,Asian and Pacific Islander,526,101,124.5
1067,1067,2007,"Assault (Homicide: Y87.1, X85-Y09)",F,Other Race/ Ethnicity,0,10000,10000
1068,1068,2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Black Non-Hispanic,2282,217.7,194.2
1069,1069,2014,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Black Non-Hispanic,148,17.1,17.7
1070,1070,2008,Influenza (Flu) and Pneumonia (J09-J18),M,Black Non-Hispanic,222,26.1,37.6
1071,1071,2012,Septicemia (A40-A41),M,Other Race/ Ethnicity,6,10000,10000
1072,1072,2007,Diabetes Mellitus (E10-E14),F,Other Race/ Ethnicity,0,10000,10000
1073,1073,2008,"Chronic Liver Disease and Cirrhosis (K70, K73)",F,Hispanic,63,5.3,6.2
1074,1074,2014,Certain Conditions originating in the Perinatal Period (P00-P96),M,Other Race/ Ethnicity,8,10000,10000
1075,1075,2008,Diabetes Mellitus (E10-E14),M,White Non-Hispanic,246,18.3,15.6
1076,1076,2007,"Essential Hypertension and Renal Diseases (I10, I12)",M,Asian and Pacific Islander,25,5.2,8.3
1077,1077,2009,Malignant Neoplasms (Cancer: C00-C97),F,Black Non-Hispanic,1735,165.7,151.1
1078,1078,2008,Chronic Lower Respiratory Diseases (J40-J47),F,Other Race/ Ethnicity,0,10000,10000
1079,1079,2012,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Asian and Pacific Islander,469,86.8,116.9
1080,1080,2011,Diabetes Mellitus (E10-E14),F,Hispanic,196,16,18.5
1081,1081,2010,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",F,Black Non-Hispanic,86,8.2,7.4
1082,1082,2007,"Essential Hypertension and Renal Diseases (I10, I12)",F,Not Stated/Unknown,5,10000,10000
1083,1083,2011,"Chronic Liver Disease and Cirrhosis (K70, K73)",M,Other Race/ Ethnicity,5,10000,10000
1084,1084,2008,Diabetes Mellitus (E10-E14),M,Other Race/ Ethnicity,0,10000,10000
1085,1085,2009,"Essential Hypertension and Renal Diseases (I10, I12)",F,Asian and Pacific Islander,18,3.3,4.6
1086,1086,2014,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Asian and Pacific Islander,554,96.5,118.5
1087,1087,2014,Human Immunodeficiency Virus Disease (HIV: B20-B24),M,Other Race/ Ethnicity,10,10000,10000
1088,1088,2008,Human Immunodeficiency Virus Disease (HIV: B20-B24),M,Not Stated/Unknown,9,10000,10000
1089,1089,2007,Influenza (Flu) and Pneumonia (J09-J18),M,Asian and Pacific Islander,66,13.6,25.7
1090,1090,2011,Cerebrovascular Disease (Stroke: I60-I69),M,Black Non-Hispanic,200,23.4,28.1
1091,1091,2007,Septicemia (A40-A41),F,Hispanic,49,4.2,5.5
1092,1092,2012,Chronic Lower Respiratory Diseases (J40-J47),F,Hispanic,158,12.8,14.6
1093,1093,2013,All Other Causes,M,White Non-Hispanic,2293,170.3,143.3
1094,1094,2016,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Hispanic,1418,117.4,174.6
1095,1095,2016,Malignant Neoplasms (Cancer: C00-C97),M,Hispanic,1224,101.3,143.7
1096,1096,2016,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Hispanic,369,30.6,30.5
1097,1097,2016,Diabetes Mellitus (E10-E14),M,Hispanic,217,18,25.8
1098,1098,2016,Influenza (Flu) and Pneumonia (J09-J18),M,Hispanic,191,15.8,24.9
1099,1099,2016,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",M,Hispanic,177,14.7,16.4
1100,1100,2016,Cerebrovascular Disease (Stroke: I60-I69),M,Hispanic,170,14.1,19.7
1101,1101,2016,Chronic Lower Respiratory Diseases (J40-J47),M,Hispanic,146,12.1,18.4
1102,1102,2016,"Chronic Liver Disease and Cirrhosis (K70, K73-K74)",M,Hispanic,146,12.1,13.9
1103,1103,2016,"Essential Hypertension and Renal Diseases (I10, I12)",M,Hispanic,99,8.2,13.1
1104,1104,2016,All Other Causes,M,Hispanic,1233,102.1,135.7
1105,1105,2016,Malignant Neoplasms (Cancer: C00-C97),M,Asian and Pacific Islander,683,115,121.1
1106,1106,2016,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Asian and Pacific Islander,603,101.5,117.8
1107,1107,2016,Influenza (Flu) and Pneumonia (J09-J18),M,Asian and Pacific Islander,113,19,22.9
1108,1108,2016,Cerebrovascular Disease (Stroke: I60-I69),M,Asian and Pacific Islander,95,16,18.1
1109,1109,2016,Diabetes Mellitus (E10-E14),M,Asian and Pacific Islander,76,12.8,14.2
1110,1110,2016,Chronic Lower Respiratory Diseases (J40-J47),M,Asian and Pacific Islander,75,12.6,15.6
1111,1111,2016,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",M,Asian and Pacific Islander,60,10.1,11.1
1112,1112,2016,"Essential Hypertension and Renal Diseases (I10, I12)",M,Asian and Pacific Islander,48,8.1,9.8
1113,1113,2016,Alzheimer's Disease (G30),M,Asian and Pacific Islander,37,6.2,9.1
1114,1114,2016,"Intentional Self-Harm (Suicide: U03, X60-X84, Y87.0)",M,Asian and Pacific Islander,32,5.4,5.4
1115,1115,2016,All Other Causes,M,Asian and Pacific Islander,449,75.6,85.1
1116,1116,2016,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Non-Hispanic White,4054,303.4,239.3
1117,1117,2016,Malignant Neoplasms (Cancer: C00-C97),M,Non-Hispanic White,3090,231.3,188.1
1118,1118,2016,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Non-Hispanic White,482,36.1,33.3
1119,1119,2016,Influenza (Flu) and Pneumonia (J09-J18),M,Non-Hispanic White,461,34.5,26.7
1120,1120,2016,Chronic Lower Respiratory Diseases (J40-J47),M,Non-Hispanic White,332,24.8,19.8
1121,1121,2016,Cerebrovascular Disease (Stroke: I60-I69),M,Non-Hispanic White,317,23.7,18.6
1122,1122,2016,Diabetes Mellitus (E10-E14),M,Non-Hispanic White,252,18.9,15.4
1123,1123,2016,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",M,Non-Hispanic White,244,18.3,15.9
1124,1124,2016,"Intentional Self-Harm (Suicide: U03, X60-X84, Y87.0)",M,Non-Hispanic White,176,13.2,11.7
1125,1125,2016,"Essential Hypertension and Renal Diseases (I10, I12)",M,Non-Hispanic White,151,11.3,8.9
1126,1126,2016,All Other Causes,M,Non-Hispanic White,2381,178.2,146.5
1127,1127,2016,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Non-Hispanic Black,2106,244.9,271.1
1128,1128,2016,Malignant Neoplasms (Cancer: C00-C97),M,Non-Hispanic Black,1611,187.4,199.6
1129,1129,2016,Diabetes Mellitus (E10-E14),M,Non-Hispanic Black,313,36.4,39.9
1130,1130,2016,Influenza (Flu) and Pneumonia (J09-J18),M,Non-Hispanic Black,258,30,34.5
1131,1131,2016,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Non-Hispanic Black,258,30,27.6
1132,1132,2016,Cerebrovascular Disease (Stroke: I60-I69),M,Non-Hispanic Black,220,25.6,28.6
1133,1133,2016,Chronic Lower Respiratory Diseases (J40-J47),M,Non-Hispanic Black,183,21.3,23.5
1134,1134,2016,"Assault (Homicide: U01-U02, Y87.1, X85-Y09)",M,Non-Hispanic Black,168,19.5,19.7
1135,1135,2016,"Essential Hypertension and Renal Diseases (I10, I12)",M,Non-Hispanic Black,161,18.7,20.8
1136,1136,2016,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",M,Non-Hispanic Black,153,17.8,18.4
1137,1137,2016,All Other Causes,M,Non-Hispanic Black,1375,159.9,170.5
1138,1165,2016,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Hispanic,1485,115.9,120.3
1139,1166,2016,Malignant Neoplasms (Cancer: C00-C97),F,Hispanic,1162,90.7,93.1
1140,1167,2016,Diabetes Mellitus (E10-E14),F,Hispanic,231,18,18.6
1141,1168,2016,Cerebrovascular Disease (Stroke: I60-I69),F,Hispanic,204,15.9,16.4
1142,1169,2016,Alzheimer's Disease (G30),F,Hispanic,203,15.8,16.5
1143,1170,2016,Influenza (Flu) and Pneumonia (J09-J18),F,Hispanic,195,15.2,15.8
1144,1171,2016,Chronic Lower Respiratory Diseases (J40-J47),F,Hispanic,168,13.1,13.6
1145,1172,2016,"Essential Hypertension and Renal Diseases (I10, I12)",F,Hispanic,131,10.2,10.5
1146,1173,2016,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",F,Hispanic,90,7,6.9
1147,1174,2016,"Chronic Liver Disease and Cirrhosis (K70, K73-K74)",F,Hispanic,59,4.6,4.7
1148,1175,2016,All Other Causes,F,Hispanic,1147,89.5,91.9
1149,1176,2016,Malignant Neoplasms (Cancer: C00-C97),F,Asian and Pacific Islander,565,86.4,83.1
1150,1177,2016,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Asian and Pacific Islander,530,81.1,82.6
1151,1178,2016,Cerebrovascular Disease (Stroke: I60-I69),F,Asian and Pacific Islander,118,18.1,18.3
1152,1179,2016,Influenza (Flu) and Pneumonia (J09-J18),F,Asian and Pacific Islander,92,14.1,14.5
1153,1180,2016,Diabetes Mellitus (E10-E14),F,Asian and Pacific Islander,73,11.2,11.2
1154,1181,2016,"Essential Hypertension and Renal Diseases (I10, I12)",F,Asian and Pacific Islander,58,8.9,9.2
1155,1182,2016,Alzheimer's Disease (G30),F,Asian and Pacific Islander,49,7.5,7.7
1156,1183,2016,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",F,Asian and Pacific Islander,43,6.6,6.5
1157,1184,2016,Chronic Lower Respiratory Diseases (J40-J47),F,Asian and Pacific Islander,39,6,6.1
1158,1185,2016,"Intentional Self-Harm (Suicide: U03, X60-X84, Y87.0)",F,Asian and Pacific Islander,29,4.4,4.1
1159,1186,2016,All Other Causes,F,Asian and Pacific Islander,385,58.9,60.9
1160,1187,2016,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Non-Hispanic White,4306,307.3,156.3
1161,1188,2016,Malignant Neoplasms (Cancer: C00-C97),F,Non-Hispanic White,3102,221.4,149
1162,1189,2016,Chronic Lower Respiratory Diseases (J40-J47),F,Non-Hispanic White,471,33.6,19.5
1163,1190,2016,Influenza (Flu) and Pneumonia (J09-J18),F,Non-Hispanic White,450,32.1,17.1
1164,1191,2016,Cerebrovascular Disease (Stroke: I60-I69),F,Non-Hispanic White,404,28.8,15.2
1165,1192,2016,Alzheimer's Disease (G30),F,Non-Hispanic White,361,25.8,11.8
1166,1193,2016,"Essential Hypertension and Renal Diseases (I10, I12)",F,Non-Hispanic White,219,15.6,8.2
1167,1194,2016,Diabetes Mellitus (E10-E14),F,Non-Hispanic White,183,13.1,8
1168,1195,2016,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",F,Non-Hispanic White,156,11.1,7.2
1169,1196,2016,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",F,Non-Hispanic White,138,9.8,9.4
1170,1197,2016,All Other Causes,F,Non-Hispanic White,2416,172.4,102.4
1171,1198,2016,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Non-Hispanic Black,2303,221.5,171.1
1172,1199,2016,Malignant Neoplasms (Cancer: C00-C97),F,Non-Hispanic Black,1864,179.3,145
1173,1200,2016,Diabetes Mellitus (E10-E14),F,Non-Hispanic Black,399,38.4,30.8
1174,1201,2016,Cerebrovascular Disease (Stroke: I60-I69),F,Non-Hispanic Black,276,26.5,20.7
1175,1202,2016,"Essential Hypertension and Renal Diseases (I10, I12)",F,Non-Hispanic Black,226,21.7,16.7
1176,1203,2016,Chronic Lower Respiratory Diseases (J40-J47),F,Non-Hispanic Black,218,21,16.8
1177,1204,2016,Influenza (Flu) and Pneumonia (J09-J18),F,Non-Hispanic Black,212,20.4,16.1
1178,1205,2016,Alzheimer's Disease (G30),F,Non-Hispanic Black,158,15.2,11.1
1179,1206,2016,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",F,Non-Hispanic Black,101,9.7,8.6
1180,1207,2016,Human Immunodeficiency Virus Disease (HIV: B20-B24),F,Non-Hispanic Black,91,8.8,7.8
1181,1208,2016,All Other Causes,F,Non-Hispanic Black,1585,152.5,127.8
1182,1239,2015,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Hispanic,1410,116.8,182
1183,1240,2015,Malignant Neoplasms (Cancer: C00-C97),M,Hispanic,1175,97.3,140.9
1184,1241,2015,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Hispanic,261,21.6,21.7
1185,1242,2015,Diabetes Mellitus (E10-E14),M,Hispanic,225,18.6,26.2
1186,1243,2015,Influenza (Flu) and Pneumonia (J09-J18),M,Hispanic,196,16.2,26.1
1187,1244,2015,Cerebrovascular Disease (Stroke: I60-I69),M,Hispanic,178,14.7,22.2
1188,1245,2015,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",M,Hispanic,178,14.7,17.2
1189,1246,2015,"Chronic Liver Disease and Cirrhosis (K70, K73)",M,Hispanic,166,13.8,17.1
1190,1247,2015,Chronic Lower Respiratory Diseases (J40-J47),M,Hispanic,153,12.7,20
1191,1248,2015,"Essential Hypertension and Renal Diseases (I10, I12)",M,Hispanic,105,8.7,13.4
1192,1249,2015,All Other Causes,M,Hispanic,1196,99.1,135.8
1193,1250,2015,Malignant Neoplasms (Cancer: C00-C97),M,Asian and Pacific Islander,668,113,123.1
1194,1251,2015,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Asian and Pacific Islander,610,103.2,122.8
1195,1252,2015,Influenza (Flu) and Pneumonia (J09-J18),M,Asian and Pacific Islander,108,18.3,23.2
1196,1253,2015,Cerebrovascular Disease (Stroke: I60-I69),M,Asian and Pacific Islander,90,15.2,17.2
1197,1254,2015,Diabetes Mellitus (E10-E14),M,Asian and Pacific Islander,85,14.4,16.4
1198,1255,2015,Chronic Lower Respiratory Diseases (J40-J47),M,Asian and Pacific Islander,76,12.9,16.3
1199,1256,2015,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",M,Asian and Pacific Islander,64,10.8,12.3
1200,1257,2015,"Essential Hypertension and Renal Diseases (I10, I12)",M,Asian and Pacific Islander,50,8.5,10.3
1201,1258,2015,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,Asian and Pacific Islander,39,6.6,6.5
1202,1259,2015,Parkinson's Disease (G20),M,Asian and Pacific Islander,30,5.1,6.6
1203,1260,2015,All Other Causes,M,Asian and Pacific Islander,454,76.8,90.9
1204,1261,2015,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Non-Hispanic White,4015,298.5,239.2
1205,1262,2015,Malignant Neoplasms (Cancer: C00-C97),M,Non-Hispanic White,3020,224.5,186.1
1206,1263,2015,Influenza (Flu) and Pneumonia (J09-J18),M,Non-Hispanic White,449,33.4,26.6
1207,1264,2015,Chronic Lower Respiratory Diseases (J40-J47),M,Non-Hispanic White,364,27.1,21.8
1208,1265,2015,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Non-Hispanic White,342,25.4,23.6
1209,1266,2015,Cerebrovascular Disease (Stroke: I60-I69),M,Non-Hispanic White,316,23.5,18.8
1210,1267,2015,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",M,Non-Hispanic White,287,21.3,18.3
1211,1268,2015,Diabetes Mellitus (E10-E14),M,Non-Hispanic White,246,18.3,15
1212,1269,2015,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,Non-Hispanic White,181,13.5,11.9
1213,1270,2015,"Essential Hypertension and Renal Diseases (I10, I12)",M,Non-Hispanic White,170,12.6,10
1214,1271,2015,Alzheimer's Disease (G30),M,Non-Hispanic White,170,12.6,9.6
1215,1272,2015,All Other Causes,M,Non-Hispanic White,2288,170.1,142.3
1216,1273,2015,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Non-Hispanic Black,2033,235.7,265.9
1217,1274,2015,Malignant Neoplasms (Cancer: C00-C97),M,Non-Hispanic Black,1523,176.6,194.1
1218,1275,2015,Diabetes Mellitus (E10-E14),M,Non-Hispanic Black,345,40,44.7
1219,1276,2015,Influenza (Flu) and Pneumonia (J09-J18),M,Non-Hispanic Black,225,26.1,31.1
1220,1277,2015,Cerebrovascular Disease (Stroke: I60-I69),M,Non-Hispanic Black,206,23.9,26.1
1221,1278,2015,"Assault (Homicide: Y87.1, X85-Y09)",M,Non-Hispanic Black,196,22.7,23
1222,1279,2015,Human Immunodeficiency Virus Disease (HIV: B20-B24),M,Non-Hispanic Black,185,21.4,20.7
1223,1280,2015,Chronic Lower Respiratory Diseases (J40-J47),M,Non-Hispanic Black,177,20.5,23.2
1224,1281,2015,"Essential Hypertension and Renal Diseases (I10, I12)",M,Non-Hispanic Black,167,19.4,22.4
1225,1282,2015,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Non-Hispanic Black,155,18,16.6
1226,1283,2015,All Other Causes,M,Non-Hispanic Black,1418,164.4,182.7
1227,1311,2015,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Hispanic,1361,106.5,113.4
1228,1312,2015,Malignant Neoplasms (Cancer: C00-C97),F,Hispanic,1193,93.3,97.4
1229,1313,2015,Influenza (Flu) and Pneumonia (J09-J18),F,Hispanic,208,16.3,17.3
1230,1314,2015,Cerebrovascular Disease (Stroke: I60-I69),F,Hispanic,197,15.4,16.3
1231,1315,2015,Diabetes Mellitus (E10-E14),F,Hispanic,196,15.3,16.3
1232,1316,2015,Chronic Lower Respiratory Diseases (J40-J47),F,Hispanic,183,14.3,15.1
1233,1317,2015,Alzheimer's Disease (G30),F,Hispanic,176,13.8,14.8
1234,1318,2015,"Essential Hypertension and Renal Diseases (I10, I12)",F,Hispanic,98,7.7,8.2
1235,1319,2015,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",F,Hispanic,78,6.1,6
1236,1320,2015,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",F,Hispanic,65,5.1,5.3
1237,1321,2015,All Other Causes,F,Hispanic,1184,92.6,97
1238,1322,2015,Malignant Neoplasms (Cancer: C00-C97),F,Asian and Pacific Islander,515,79.7,78.9
1239,1323,2015,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Asian and Pacific Islander,498,77.1,81.6
1240,1324,2015,Cerebrovascular Disease (Stroke: I60-I69),F,Asian and Pacific Islander,95,14.7,15.3
1241,1325,2015,Influenza (Flu) and Pneumonia (J09-J18),F,Asian and Pacific Islander,89,13.8,14.7
1242,1326,2015,Diabetes Mellitus (E10-E14),F,Asian and Pacific Islander,71,11,11.5
1243,1327,2015,Alzheimer's Disease (G30),F,Asian and Pacific Islander,50,7.7,8.4
1244,1328,2015,Chronic Lower Respiratory Diseases (J40-J47),F,Asian and Pacific Islander,41,6.3,6.7
1245,1329,2015,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",F,Asian and Pacific Islander,36,5.6,5.4
1246,1330,2015,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",F,Asian and Pacific Islander,34,5.3,5.4
1247,1331,2015,"Essential Hypertension and Renal Diseases (I10, I12)",F,Asian and Pacific Islander,30,4.6,4.9
1248,1332,2015,All Other Causes,F,Asian and Pacific Islander,345,53.4,56.3
1249,1333,2015,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Non-Hispanic White,4494,318,161.8
1250,1334,2015,Malignant Neoplasms (Cancer: C00-C97),F,Non-Hispanic White,3130,221.5,149.9
1251,1335,2015,Influenza (Flu) and Pneumonia (J09-J18),F,Non-Hispanic White,521,36.9,19.3
1252,1336,2015,Chronic Lower Respiratory Diseases (J40-J47),F,Non-Hispanic White,503,35.6,20.7
1253,1337,2015,Cerebrovascular Disease (Stroke: I60-I69),F,Non-Hispanic White,422,29.9,15.5
1254,1338,2015,Alzheimer's Disease (G30),F,Non-Hispanic White,378,26.7,11.9
1255,1339,2015,Diabetes Mellitus (E10-E14),F,Non-Hispanic White,239,16.9,10.4
1256,1340,2015,"Essential Hypertension and Renal Diseases (I10, I12)",F,Non-Hispanic White,226,16,8.6
1257,1341,2015,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",F,Non-Hispanic White,191,13.5,8.9
1258,1342,2015,Septicemia (A40-A41),F,Non-Hispanic White,127,9,5.2
1259,1343,2015,All Other Causes,F,Non-Hispanic White,2489,176.1,108.6
1260,1344,2015,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Non-Hispanic Black,2344,224.2,177.7
1261,1345,2015,Malignant Neoplasms (Cancer: C00-C97),F,Non-Hispanic Black,1872,179.1,148.1
1262,1346,2015,Diabetes Mellitus (E10-E14),F,Non-Hispanic Black,392,37.5,30.5
1263,1347,2015,Cerebrovascular Disease (Stroke: I60-I69),F,Non-Hispanic Black,307,29.4,23.6
1264,1348,2015,Influenza (Flu) and Pneumonia (J09-J18),F,Non-Hispanic Black,261,25,19.7
1265,1349,2015,"Essential Hypertension and Renal Diseases (I10, I12)",F,Non-Hispanic Black,232,22.2,17.5
1266,1350,2015,Chronic Lower Respiratory Diseases (J40-J47),F,Non-Hispanic Black,223,21.3,17.6
1267,1351,2015,Alzheimer's Disease (G30),F,Non-Hispanic Black,147,14.1,10.7
1268,1352,2015,Human Immunodeficiency Virus Disease (HIV: B20-B24),F,Non-Hispanic Black,92,8.8,7.8
1269,1353,2015,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",F,Non-Hispanic Black,79,7.6,6.2
1270,1354,2015,All Other Causes,F,Non-Hispanic Black,1599,153,129.5
